experiment,iteration,cluster,cpu_used,cpu_alloc,cpu_util,memory_used,memory_alloc,memory_util
3,1,mec22,3.1,4.0,77.2,2523751680.0,4022022144.0,62.7
3,1,mec19,3.1,4.0,77.8,2708301056.0,4022013952.0,67.3
3,1,mec24,2.2,4.0,56.2,1715299584.0,4022022144.0,42.6
3,1,mec25,3.2,4.0,79.0,3007145216.0,4022013952.0,74.8
3,1,mec26,3.2,4.0,80.0,2606589184.0,4022013952.0,64.8
3,1,mec23,2.8,4.0,68.8,2425185536.0,4022022144.0,60.3
3,1,mec3,4.6,8.0,57.1,4476200192.0,8242675712.0,54.3
3,1,mec4,4.1,8.0,51.0,3261949184.0,8242683904.0,39.6
3,1,mec5,3.3,8.0,41.6,3929892096.0,8242683904.0,47.7
3,1,mec6,4.7,8.0,58.8,4183647488.0,8242683904.0,50.8
3,1,mec7,5.4,8.0,67.4,5023556864.0,8242675712.0,60.9
3,1,mec1,3.9,12.0,32.5,3526190336.0,12457054208.0,28.3
3,2,mec12,2.9,4.0,73.2,2547868928.0,4022013952.0,63.3
3,2,mec13,2.1,4.0,53.0,1799185664.0,4022022144.0,44.7
3,2,mec14,3.1,4.0,78.2,2711446784.0,4022013952.0,67.4
3,2,mec11,2.3,4.0,56.5,1814914304.0,4022013952.0,45.1
3,2,mec16,3.0,4.0,73.8,2882364672.0,4022013952.0,71.7
3,2,mec17,3.0,4.0,74.2,2478662912.0,4022013952.0,61.6
3,2,mec18,3.0,4.0,74.2,2858247424.0,4022013952.0,71.1
3,2,mec15,3.0,4.0,75.2,2432525568.0,4022013952.0,60.5
3,2,mec20,3.0,4.0,74.8,2711446784.0,4022013952.0,67.4
3,2,mec21,2.9,4.0,71.2,2670552320.0,4022013952.0,66.4
3,2,mec22,2.1,4.0,53.5,1830642944.0,4022022144.0,45.5
3,2,mec19,3.0,4.0,74.5,2934793472.0,4022013952.0,73.0
3,2,mec24,3.2,4.0,79.2,2855101696.0,4022022144.0,71.0
3,2,mec25,3.1,4.0,77.8,2678940928.0,4022013952.0,66.6
3,2,mec26,3.2,4.0,80.0,2606589184.0,4022013952.0,64.8
3,2,mec23,2.8,4.0,68.8,2425185536.0,4022022144.0,60.3
3,2,mec3,4.0,8.0,50.2,3050136832.0,8242675712.0,37.0
3,2,mec4,3.8,8.0,47.2,3247269120.0,8242683904.0,39.4
3,2,mec5,3.8,8.0,47.8,3323815168.0,8242683904.0,40.3
3,2,mec6,5.4,8.0,67.0,4618806528.0,8242683904.0,56.0
3,2,mec7,4.6,8.0,57.5,5075985664.0,8242675712.0,61.6
3,2,mec1,3.8,12.0,31.7,3470615808.0,12457054208.0,27.9
3,3,mec12,3.2,4.0,79.8,2674746624.0,4022013952.0,66.5
3,3,mec13,2.2,4.0,56.0,1797088512.0,4022022144.0,44.7
3,3,mec14,3.1,4.0,78.2,2711446784.0,4022013952.0,67.4
3,3,mec11,2.9,4.0,73.5,2487051520.0,4022013952.0,61.8
3,3,mec16,2.7,4.0,67.2,2566743296.0,4022013952.0,63.8
3,3,mec17,3.0,4.0,74.2,2478662912.0,4022013952.0,61.6
3,3,mec18,3.0,4.0,74.2,2858247424.0,4022013952.0,71.1
3,3,mec15,3.1,4.0,78.8,2672649472.0,4022013952.0,66.5
3,3,mec20,3.0,4.0,75.5,2783798528.0,4022013952.0,69.2
3,3,mec21,3.2,4.0,79.8,2641192192.0,4022013952.0,65.7
3,3,mec22,2.7,4.0,67.2,2854053120.0,4022022144.0,71.0
3,3,mec19,3.0,4.0,74.8,2591909120.0,4022013952.0,64.4
3,3,mec24,3.0,4.0,76.2,2667406592.0,4022022144.0,66.3
3,3,mec25,2.9,4.0,72.8,2380096768.0,4022013952.0,59.2
3,3,mec26,2.4,4.0,60.2,1701668096.0,4022013952.0,42.3
3,3,mec23,2.7,4.0,67.0,2673698048.0,4022022144.0,66.5
3,3,mec3,4.2,8.0,52.5,2918016256.0,8242675712.0,35.4
3,3,mec4,4.0,8.0,49.6,4166870272.0,8242683904.0,50.6
3,3,mec5,3.8,8.0,48.0,3258803456.0,8242683904.0,39.5
3,3,mec6,3.9,8.0,48.9,3375195392.0,8242683904.0,40.9
3,3,mec7,4.9,8.0,60.8,5058159872.0,8242675712.0,61.4
3,3,mec1,3.9,12.0,32.6,3707593984.0,12457054208.0,29.8
3,4,mec12,3.2,4.0,79.8,2674746624.0,4022013952.0,66.5
3,4,mec13,3.1,4.0,77.8,2468177152.0,4022022144.0,61.4
3,4,mec14,3.1,4.0,78.2,2308793600.0,4022013952.0,57.4
3,4,mec11,2.9,4.0,73.5,2487051520.0,4022013952.0,61.8
3,4,mec16,2.9,4.0,72.0,2624414976.0,4022013952.0,65.3
3,4,mec17,3.0,4.0,74.2,2478662912.0,4022013952.0,61.6
3,4,mec18,3.0,4.0,74.2,2672649472.0,4022013952.0,66.5
3,4,mec15,2.5,4.0,63.7,1941792000.0,4022013952.0,48.3
3,4,mec20,3.2,4.0,80.0,2722981120.0,4022013952.0,67.7
3,4,mec21,2.8,4.0,70.8,2460837120.0,4022013952.0,61.2
3,4,mec22,2.6,4.0,65.8,2835178752.0,4022022144.0,70.5
3,4,mec19,2.1,4.0,53.0,1799185664.0,4022013952.0,44.7
3,4,mec24,3.0,4.0,74.0,2563597568.0,4022022144.0,63.7
3,4,mec25,3.2,4.0,79.0,2700961024.0,4022013952.0,67.2
3,4,mec26,3.1,4.0,77.5,2498585856.0,4022013952.0,62.1
3,4,mec23,3.0,4.0,76.0,2855101696.0,4022022144.0,71.0
3,4,mec3,4.9,8.0,61.0,4190987520.0,8242675712.0,50.8
3,4,mec4,3.4,8.0,42.6,3215811840.0,8242683904.0,39.0
3,4,mec5,3.7,8.0,46.8,3374146816.0,8242683904.0,40.9
3,4,mec6,4.8,8.0,59.6,5617050880.0,8242683904.0,68.1
3,4,mec7,4.8,8.0,60.6,4690109696.0,8242675712.0,56.9
3,4,mec1,2.5,12.0,20.8,1844274432.0,12457054208.0,14.8
3,5,mec12,3.2,4.0,79.8,2674746624.0,4022013952.0,66.5
3,5,mec13,2.2,4.0,56.0,1797088512.0,4022022144.0,44.7
3,5,mec14,3.1,4.0,77.5,2451399936.0,4022013952.0,60.9
3,5,mec11,2.9,4.0,73.5,2487051520.0,4022013952.0,61.8
3,5,mec16,2.9,4.0,71.8,2600297728.0,4022013952.0,64.7
3,5,mec17,2.4,4.0,60.2,2082301184.0,4022013952.0,51.8
3,5,mec18,3.0,4.0,76.0,2571986176.0,4022013952.0,63.9
3,5,mec15,2.9,4.0,71.8,2499634432.0,4022013952.0,62.1
3,5,mec20,3.0,4.0,75.0,3074254080.0,4022013952.0,76.4
3,5,mec21,2.9,4.0,72.2,2440914176.0,4022013952.0,60.7
3,5,mec22,3.1,4.0,78.0,2575131904.0,4022022144.0,64.0
